Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students,Primary Instructor
2024,Spring,2024-sp,ECE,220,Computer Systems & Programming,LEC,4,11,12,13,7,5,2,5,7,2,2,5,1,2,78,"Valdivia, Matthew"
2020,Fall,2020-fa,ECE,310,Digital Signal Processing,LEC,2,8,7,6,4,2,3,1,0,1,0,0,1,1,36,"Chaudhry, Magnus"
2021,Fall,2021-fa,ECE,310,Digital Signal Processing,ONL,2,8,6,7,9,11,2,1,6,1,0,0,2,0,55,"Fennimore, Priya"
2021,Spring,2021-sp,ECE,310,Digital Signal Processing,DIS,3,4,7,8,4,2,3,4,1,0,0,0,2,3,41,"Chaudhry, M"
2021,Spring,2021-sp,ECE,310,Digital Signal Processing,LEC,2,5,8,3,11,5,3,0,1,2,0,3,0,0,43,"Chaudhry, Magnus"
2022,Spring,2022-sp,ECE,310,Digital Signal Processing,LEC,3,4,7,5,9,9,5,3,1,0,0,0,0,0,46,"Chaudhry, Magnus"
2022,Spring,2022-sp,ECE,310,Digital Signal Processing,LEC,2,15,9,4,4,8,8,2,5,6,3,0,0,3,69,"Fennimore, Priya"
2023,Fall,2023-fa,ECE,310,Digital Signal Processing,DIS,2,5,3,2,5,1,2,3,0,0,0,0,0,3,26,"Chaudhry, M"
2023,Fall,2023-fa,ECE,310,Digital Signal Processing,LEC,13,8,5,5,11,6,4,2,3,1,2,0,3,7,70,"Chaudhry, Magnus"
2023,Spring,2023-sp,ECE,310,Digital Signal Processing,DIS,1,3,1,5,2,6,1,0,0,0,1,0,0,0,20,"Fennimore, P"
2023,Spring,2023-sp,ECE,310,Digital Signal Processing,LEC,7,8,15,10,12,14,9,1,3,8,2,0,0,3,92,"Fennimore, Priya"
2023,Spring,2023-sp,ECE,310,Digital Signal Processing,ONL,5,8,20,17,7,7,4,4,3,2,1,0,2,1,81,"Chaudhry, Magnus"
2021,Fall,2021-fa,ECE,311,Digital Signal Processing Lab,LEC,4,14,11,3,2,8,0,0,0,1,0,3,4,5,55,"Ekwueme, Søren"
2021,Fall,2021-fa,ECE,311,Digital Signal Processing Lab,LEC,5,10,11,6,1,0,0,2,0,0,2,2,3,0,42,"Fairweather, Oluwaseun"
2022,Fall,2022-fa,ECE,311,Digital Signal Processing Lab,DIS,2,10,2,0,0,0,0,0,0,0,0,0,2,0,16,"Fairweather, O"
2022,Fall,2022-fa,ECE,311,Digital Signal Processing Lab,LCD,1,16,11,1,0,4,2,0,5,0,2,0,1,1,44,"Ekwueme, Søren"
2022,Fall,2022-fa,ECE,311,Digital Signal Processing Lab,LEC,9,14,2,5,1,0,0,1,0,2,0,0,3,0,37,"Fairweather, O"
2023,Fall,2023-fa,ECE,311,Digital Signal Processing Lab,DIS,0,6,5,0,0,0,0,0,0,0,0,0,0,0,11,"Rasmussen, S"
2023,Fall,2023-fa,ECE,311,Digital Signal Processing Lab,LEC,2,11,15,2,3,0,0,2,1,0,1,0,2,3,42,"Ekwueme, Søren"
2023,Fall,2023-fa,ECE,311,Digital Signal Processing Lab,LEC,10,14,4,2,1,0,0,3,0,0,2,0,3,1,40,"Kirchner, Rúnar"
2023,Spring,2023-sp,ECE,311,Digital Signal Processing Lab,LCD,2,15,2,1,0,1,1,0,2,0,0,3,2,0,29,"Fairweather, O"
2024,Fall,2024-fa,ECE,311,Digital Signal Processing Lab,LEC,3,17,5,3,3,0,3,2,0,2,0,0,0,2,40,"Kirchner, R"
2024,Fall,2024-fa,ECE,311,Digital Signal Processing Lab,ONL,7,5,6,2,0,1,0,1,3,0,1,4,0,2,32,"Ekwueme, Søren"
2025,Spring,2025-sp,ECE,311,Digital Signal Processing Lab,DIS,0,1,4,2,0,1,0,0,0,0,0,0,0,0,8,"Ekwueme, S"
2025,Spring,2025-sp,ECE,311,Digital Signal Processing Lab,LEC,4,7,9,4,4,2,0,1,0,0,0,3,2,1,37,"Ekwueme, Søren"
2025,Spring,2025-sp,ECE,311,Digital Signal Processing Lab,LEC,5,16,2,3,0,4,1,6,0,0,1,1,0,1,40,"Kirchner, Rúnar"
2021,Fall,2021-fa,ECE,313,Probability with Engrg Applic,DIS,0,3,5,2,3,3,2,3,0,2,0,0,7,0,30,"Calloway, E"
2021,Fall,2021-fa,ECE,313,Probability with Engrg Applic,LEC,0,1,8,2,4,7,4,7,3,0,2,2,3,1,44,"Calloway, Emeka"
2021,Spring,2021-sp,ECE,313,Probability with Engrg Applic,LEC,11,10,1,11,12,11,2,10,12,0,1,0,6,3,90,"Fairweather, Oluwaseun"
2022,Fall,2022-fa,ECE,313,Probability with Engrg Applic,LCD,5,2,3,8,11,5,3,10,8,1,0,3,1,1,61,"Calloway, E"
2022,Fall,2022-fa,ECE,313,Probability with Engrg Applic,ONL,6,3,0,4,3,4,1,4,0,0,0,0,1,0,26,"Fairweather, Oluwaseun Jr"
2022,Spring,2022-sp,ECE,313,Probability with Engrg Applic,DIS,3,2,2,1,2,2,3,2,0,0,0,0,1,0,18,"Fairweather, O"
2022,Spring,2022-sp,ECE,313,Probability with Engrg Applic,LEC,2,5,5,2,6,10,5,3,1,0,3,1,0,0,43,"Calloway, Emeka"
2022,Spring,2022-sp,ECE,313,Probability with Engrg Applic,LEC,2,15,8,7,7,9,1,8,1,0,2,0,7,7,74,"Fairweather, Oluwaseun"
2023,Fall,2023-fa,ECE,313,Probability with Engrg Applic,DIS,0,3,0,0,1,1,0,2,1,0,0,0,0,1,9,"Fairweather, O"
2023,Fall,2023-fa,ECE,313,Probability with Engrg Applic,LEC,2,1,6,6,5,3,5,4,2,1,2,0,1,1,39,"Fairweather, Oluwaseun"
2023,Spring,2023-sp,ECE,313,Probability with Engrg Applic,LEC,0,3,6,5,12,12,7,4,2,0,6,3,0,0,60,"Calloway, Emeka"
2024,Fall,2024-fa,ECE,313,Probability with Engrg Applic,LCD,1,5,4,2,1,1,2,4,2,4,0,0,2,0,28,"Calloway, Emeka"
2025,Spring,2025-sp,ECE,313,Probability with Engrg Applic,LCD,5,8,7,3,14,11,4,7,0,5,2,1,6,2,75,"Calloway, Emeka"
2020,Fall,2020-fa,ECE,329,Fields and Waves I,LEC,5,9,3,4,6,0,5,5,1,0,0,0,2,0,40,"Valdivia, Matthew"
2021,Fall,2021-fa,ECE,329,Fields and Waves I,LCD,0,3,5,2,5,6,2,6,4,2,1,0,2,0,38,"Valdivia, Matthew"
2021,Fall,2021-fa,ECE,329,Fields and Waves I,LEC,2,7,12,6,8,10,2,5,2,6,0,2,6,2,70,"Ekwueme, S"
2021,Spring,2021-sp,ECE,329,Fields and Waves I,LCD,1,6,11,1,12,5,7,5,2,2,2,3,1,1,59,"Müller, Matthew"
2022,Fall,2022-fa,ECE,329,Fields and Waves I,LCD,6,8,5,3,9,0,2,3,2,1,0,0,2,1,42,"Valdivia, Matthew"
2022,Fall,2022-fa,ECE,329,Fields and Waves I,LEC,0,6,2,6,7,5,5,3,4,0,3,0,0,1,42,"Ekwueme, Søren"
2022,Spring,2022-sp,ECE,329,Fields and Waves I,LEC,1,11,1,3,3,7,0,5,4,0,5,2,1,2,45,"Müller, Matthew"
2022,Spring,2022-sp,ECE,329,Fields and Waves I,LEC,10,7,5,3,7,6,1,7,5,3,1,0,4,3,62,"Valdivia, M"
2023,Fall,2023-fa,ECE,329,Fields and Waves I,DIS,2,3,3,0,0,2,1,3,0,1,0,0,1,0,16,"Valdivia, M"
2023,Fall,2023-fa,ECE,329,Fields and Waves I,LEC,4,6,4,4,7,6,4,5,0,3,1,0,1,1,46,"Müller, Matthew"
2023,Fall,2023-fa,ECE,329,Fields and Waves I,LEC,5,7,7,5,4,3,0,7,1,0,1,0,0,1,41,"Valdivia, M"
2023,Spring,2023-sp,ECE,329,Fields and Waves I,LCD,5,4,8,8,2,5,8,1,2,4,1,4,0,1,53,"Ekwueme, Søren"
2023,Spring,2023-sp,ECE,329,Fields and Waves I,ONL,4,8,5,3,12,4,11,5,3,4,3,0,2,1,65,"Valdivia, M"
2024,Fall,2024-fa,ECE,329,Fields and Waves I,LEC,5,16,5,1,3,6,0,6,1,0,2,0,6,2,53,"Ekwueme, Søren"
2024,Fall,2024-fa,ECE,329,Fields and Waves I,LEC,3,8,2,6,8,3,0,6,2,2,0,0,3,3,46,"Valdivia, Matthew"
2024,Spring,2024-sp,ECE,329,Fields and Waves I,LCD,4,4,4,2,3,6,2,8,2,2,0,0,2,0,39,"Müller, Matthew"
2024,Spring,2024-sp,ECE,329,Fields and Waves I,LEC,2,11,2,11,7,4,5,5,0,2,0,3,8,1,61,"Valdivia, Matthew"
2025,Fall,2025-fa,ECE,329,Fields and Waves I,LEC,1,5,3,10,8,7,11,1,4,0,6,0,0,0,56,"Ekwueme, Søren"
2025,Spring,2025-sp,ECE,329,Fields and Waves I,LEC,0,3,10,4,2,1,2,4,3,3,1,1,1,3,38,"Müller, Matthew"
2021,Fall,2021-fa,ECE,330,Power Ckts & Electromechanics,DIS,0,3,0,1,5,3,1,1,1,0,1,0,0,2,18,"Zuniga, M"
2021,Fall,2021-fa,ECE,330,Power Ckts & Electromechanics,LEC,6,18,2,3,6,11,2,6,1,0,5,0,0,1,61,"Zuniga, Mihail"
2021,Spring,2021-sp,ECE,330,Power Ckts & Electromechanics,LEC,6,9,5,3,21,6,4,5,5,1,2,2,6,1,76,"Zuniga, Mihail Jr"
2022,Fall,2022-fa,ECE,330,Power Ckts & Electromechanics,LEC,3,11,7,1,10,4,0,2,0,3,0,0,1,0,42,"Zuniga, M"
2022,Spring,2022-sp,ECE,330,Power Ckts & Electromechanics,LCD,3,6,6,5,17,8,3,5,4,1,8,1,2,2,71,"Zuniga, Mihail"
2023,Spring,2023-sp,ECE,330,Power Ckts & Electromechanics,LCD,8,14,4,9,15,0,1,6,2,3,2,0,1,1,66,"Zuniga, Mihail"
2024,Spring,2024-sp,ECE,330,Power Ckts & Electromechanics,LEC,11,13,6,7,14,5,6,11,3,1,3,0,3,5,88,"Zuniga, Mihail"
2025,Spring,2025-sp,ECE,330,Power Ckts & Electromechanics,DIS,3,4,5,0,1,0,2,3,0,0,0,0,0,1,19,"Zuniga, M"
2025,Spring,2025-sp,ECE,330,Power Ckts & Electromechanics,LEC,7,10,7,14,13,6,7,6,0,6,3,0,0,1,80,"Zuniga, Mihail"
2023,Fall,2023-fa,ECE,333,Green Electric Energy,LEC,10,15,19,10,14,14,1,2,2,2,0,1,0,4,94,"Kirchner, Rúnar"
2023,Spring,2023-sp,ECE,333,Green Electric Energy,LEC,6,12,13,9,17,15,3,0,0,0,2,0,0,1,78,"Kirchner, Rúnar"
2024,Fall,2024-fa,ECE,333,Green Electric Energy,LEC,4,29,10,13,9,8,3,1,2,0,4,5,0,1,89,"Kirchner, R"
2025,Fall,2025-fa,ECE,333,Green Electric Energy,DIS,2,5,3,0,7,3,2,1,1,2,0,2,0,2,30,"Kirchner, R"
2025,Fall,2025-fa,ECE,333,Green Electric Energy,LEC,11,14,19,12,24,8,3,11,3,0,0,1,7,1,114,"Kirchner, Rúnar"
2025,Spring,2025-sp,ECE,333,Green Electric Energy,LEC,2,7,4,2,4,2,1,3,1,1,0,0,2,1,30,"Kirchner, R"
2022,Fall,2022-fa,ECE,340,Semiconductor Electronics,LEC,4,5,5,4,12,0,3,4,6,2,10,0,4,3,62,"Wierzbicki, Teodora"
2022,Spring,2022-sp,ECE,340,Semiconductor Electronics,LEC,2,1,2,3,5,7,0,3,0,3,0,1,2,1,30,"Haddad-Lindqvist, Rúnar"
2022,Spring,2022-sp,ECE,340,Semiconductor Electronics,LEC,1,4,3,0,2,0,3,5,1,0,2,0,1,2,24,"Wierzbicki, Teodora"
2023,Fall,2023-fa,ECE,340,Semiconductor Electronics,LCD,0,7,1,4,9,3,2,5,4,2,6,0,2,2,47,"Wierzbicki, Teodora"
2023,Spring,2023-sp,ECE,340,Semiconductor Electronics,LEC,1,6,1,2,7,5,2,4,2,1,3,0,1,0,35,"Haddad-Lindqvist, Rúnar"
2023,Spring,2023-sp,ECE,340,Semiconductor Electronics,LEC,0,8,4,3,5,3,1,6,0,0,3,0,4,0,37,"Wierzbicki, Teodora"
2024,Spring,2024-sp,ECE,340,Semiconductor Electronics,DIS,1,1,0,3,1,0,0,2,0,0,0,0,0,0,8,"Haddad-Lindqvist, R"
2024,Spring,2024-sp,ECE,340,Semiconductor Electronics,DIS,0,4,1,1,4,0,2,2,0,0,0,0,1,1,16,"Wierzbicki, T"
2024,Spring,2024-sp,ECE,340,Semiconductor Electronics,LEC,3,4,1,1,2,2,5,4,1,0,2,0,1,0,26,"Haddad-Lindqvist, Rúnar"
2024,Spring,2024-sp,ECE,340,Semiconductor Electronics,LEC,0,5,0,5,8,6,4,3,2,0,0,0,1,0,34,"Wierzbicki, Teodora"
2025,Fall,2025-fa,ECE,340,Semiconductor Electronics,DIS,0,6,2,1,4,1,1,0,0,4,2,0,0,2,23,"Haddad-Lindqvist, R"
2025,Fall,2025-fa,ECE,340,Semiconductor Electronics,LEC,3,4,3,3,6,7,8,5,2,2,2,3,4,4,56,"Haddad-Lindqvist, Rúnar"
2025,Fall,2025-fa,ECE,340,Semiconductor Electronics,LEC,4,6,0,4,5,2,6,8,3,1,2,0,3,1,45,"Wierzbicki, T"
2025,Spring,2025-sp,ECE,340,Semiconductor Electronics,LEC,2,3,0,5,7,0,0,5,7,0,5,3,1,2,40,"Haddad-Lindqvist, Rúnar"
2025,Spring,2025-sp,ECE,340,Semiconductor Electronics,LEC,0,7,7,2,7,4,0,4,3,0,1,0,0,0,35,"Wierzbicki, Teodora"
2021,Spring,2021-sp,ECE,342,Electronic Circuits,LCD,1,21,8,15,8,5,1,0,0,0,0,0,0,0,59,"Fairweather, Oluwaseun"
2022,Fall,2022-fa,ECE,342,Electronic Circuits,DIS,1,0,4,3,1,0,1,1,0,0,0,0,0,1,12,"Fairweather, O"
2022,Fall,2022-fa,ECE,342,Electronic Circuits,LEC,3,11,10,7,5,7,1,5,2,0,1,2,6,4,64,"Fairweather, Oluwaseun"
2022,Spring,2022-sp,ECE,342,Electronic Circuits,LEC,0,9,10,12,1,2,6,1,2,0,0,0,1,1,45,"Fairweather, Oluwaseun"
2023,Fall,2023-fa,ECE,342,Electronic Circuits,DIS,1,1,1,3,3,0,4,0,0,0,1,0,0,1,15,"Fairweather, O"
2023,Fall,2023-fa,ECE,342,Electronic Circuits,LEC,3,18,5,8,2,4,6,5,3,0,0,0,3,2,59,"Fairweather, Oluwaseun"
2023,Spring,2023-sp,ECE,342,Electronic Circuits,DIS,4,4,2,3,3,0,2,0,3,0,1,0,0,1,23,"Fairweather, O"
2023,Spring,2023-sp,ECE,342,Electronic Circuits,LEC,6,16,7,5,1,0,1,7,2,0,0,0,0,0,45,"Fairweather, Oluwaseun"
2020,Fall,2020-fa,ECE,385,Digital Systems Laboratory,DIS,7,16,6,6,10,4,3,7,0,0,0,0,2,2,63,"Ravindran, Kirabo"
2020,Fall,2020-fa,ECE,385,Digital Systems Laboratory,LEC,6,52,49,26,23,8,12,2,6,0,0,2,7,11,204,"Ravindran, Kirabo"
2021,Fall,2021-fa,ECE,385,Digital Systems Laboratory,LCD,18,50,42,34,36,32,8,14,0,10,0,1,12,17,274,"Ekwueme, Søren"
2021,Fall,2021-fa,ECE,385,Digital Systems Laboratory,LEC,55,38,44,28,26,10,10,5,0,7,3,17,0,5,248,"Ngata, Elizabeth"
2021,Spring,2021-sp,ECE,385,Digital Systems Laboratory,DIS,6,8,3,6,1,5,0,1,0,1,2,0,0,1,34,"Ngata, E"
2021,Spring,2021-sp,ECE,385,Digital Systems Laboratory,LEC,49,64,38,27,17,39,13,17,11,0,24,0,0,13,312,"Ngata, Elizabeth"
2021,Spring,2021-sp,ECE,385,Digital Systems Laboratory,ONL,27,56,49,56,39,18,19,8,11,6,0,6,0,8,303,"Ravindran, Kirabo"
2022,Fall,2022-fa,ECE,385,Digital Systems Laboratory,DIS,23,13,13,13,14,2,3,6,7,3,3,0,4,2,106,"Balogun, K"
2022,Fall,2022-fa,ECE,385,Digital Systems Laboratory,DIS,6,17,18,18,19,7,8,3,0,4,1,2,0,3,106,"Ravindran, Kirabo"
2022,Fall,2022-fa,ECE,385,Digital Systems Laboratory,LEC,23,43,33,26,24,23,14,5,0,5,1,5,0,3,205,"Ekwueme, Søren"
2022,Fall,2022-fa,ECE,385,Digital Systems Laboratory,LEC,36,43,19,27,16,22,9,7,6,12,5,4,0,1,207,"Ngata, Elizabeth"
2022,Fall,2022-fa,ECE,385,Digital Systems Laboratory,LEC,15,64,62,41,34,41,3,4,24,10,0,8,0,8,314,"Ravindran, Kirabo"
2022,Spring,2022-sp,ECE,385,Digital Systems Laboratory,LEC,34,47,13,34,17,25,0,10,5,0,2,1,6,8,202,"Ngata, E"
2023,Fall,2023-fa,ECE,385,Digital Systems Laboratory,LEC,47,44,46,27,21,7,14,1,14,0,0,0,0,4,225,"Ngata, Elizabeth"
2023,Fall,2023-fa,ECE,385,Digital Systems Laboratory,LEC,34,94,91,41,16,45,18,11,20,1,2,0,0,19,392,"Ravindran, Kirabo"
2023,Spring,2023-sp,ECE,385,Digital Systems Laboratory,DIS,3,12,15,8,10,4,0,0,0,2,0,0,0,3,57,"Ekwueme, S"
2023,Spring,2023-sp,ECE,385,Digital Systems Laboratory,LEC,15,83,56,39,31,13,4,1,0,6,0,3,4,8,263,"Ekwueme, Søren"
2024,Fall,2024-fa,ECE,385,Digital Systems Laboratory,LEC,7,32,38,31,14,15,5,4,1,4,5,1,9,9,175,"Ekwueme, Søren"
2024,Fall,2024-fa,ECE,385,Digital Systems Laboratory,LEC,84,43,17,57,9,34,4,1,4,2,6,0,8,10,279,"Ngata, E"
2024,Spring,2024-sp,ECE,385,Digital Systems Laboratory,LEC,18,64,36,30,36,11,10,3,17,0,2,4,16,12,259,"Ekwueme, Søren"
2024,Spring,2024-sp,ECE,385,Digital Systems Laboratory,LEC,32,74,56,33,31,14,11,0,22,0,0,16,0,5,294,"Ravindran, Kirabo"
2025,Fall,2025-fa,ECE,385,Digital Systems Laboratory,LEC,22,34,46,29,18,9,9,6,0,13,1,8,14,3,212,"Ekwueme, Søren"
2020,Fall,2020-fa,ECE,391,Computer Systems Engineering,LCD,17,19,14,34,18,13,11,19,10,10,0,7,11,3,186,"D'Amato, Samuel"
2020,Spring,2020-sp,ECE,391,Computer Systems Engineering,LEC,6,33,13,25,22,19,18,11,7,2,14,0,6,3,179,"D'Amato, Samuel"
2021,Fall,2021-fa,ECE,391,Computer Systems Engineering,LEC,0,20,27,22,60,45,13,16,13,1,0,9,24,9,259,"Müller, Matt"
2021,Spring,2021-sp,ECE,391,Computer Systems Engineering,LEC,4,27,24,21,23,14,5,20,10,0,0,5,6,4,163,"D'Amato, Samuel"
2021,Spring,2021-sp,ECE,391,Computer Systems Engineering,LEC,0,8,21,12,17,13,11,18,4,0,12,0,10,6,132,"Müller, Matt"
2021,Spring,2021-sp,ECE,391,Computer Systems Engineering,ONL,9,31,18,38,20,30,4,7,7,13,0,1,2,2,182,"Khoury, Christopher"
2022,Fall,2022-fa,ECE,391,Computer Systems Engineering,DIS,1,4,5,6,4,2,3,5,0,1,4,0,2,0,37,"D'Amato, S"
2022,Fall,2022-fa,ECE,391,Computer Systems Engineering,LEC,1,30,17,23,24,12,2,0,0,9,5,0,6,2,131,"D'Amato, Samuel"
2022,Fall,2022-fa,ECE,391,Computer Systems Engineering,LEC,15,38,26,28,41,8,2,6,6,8,13,8,2,7,208,"Khoury, Christopher"
2022,Fall,2022-fa,ECE,391,Computer Systems Engineering,LEC,6,18,31,22,12,33,20,20,23,1,13,4,23,13,239,"Müller, Matthew"
2022,Spring,2022-sp,ECE,391,Computer Systems Engineering,LCD,9,29,36,8,8,22,17,17,16,6,9,0,8,2,187,"Müller, Matthew"
2022,Spring,2022-sp,ECE,391,Computer Systems Engineering,LEC,1,46,16,15,36,9,5,11,14,11,9,2,7,4,186,"D'Amato, Samuel"
2023,Fall,2023-fa,ECE,391,Computer Systems Engineering,DIS,4,7,4,6,8,2,10,2,1,0,0,0,3,1,48,"Müller, M"
2023,Fall,2023-fa,ECE,391,Computer Systems Engineering,LEC,3,7,17,14,6,14,5,13,11,1,14,6,6,0,117,"Müller, Matthew"
2023,Fall,2023-fa,ECE,391,Computer Systems Engineering,ONL,5,24,20,16,28,14,6,9,15,4,0,0,9,3,153,"D'Amato, Samuel"
2023,Spring,2023-sp,ECE,391,Computer Systems Engineering,LCD,14,43,15,32,30,26,19,29,3,0,9,3,10,6,239,"D'Amato, Samuel"
2023,Spring,2023-sp,ECE,391,Computer Systems Engineering,LEC,11,20,7,11,26,11,3,0,5,10,0,0,9,6,119,"Khoury, Christopher"
2023,Spring,2023-sp,ECE,391,Computer Systems Engineering,LEC,12,12,39,21,44,44,20,4,0,21,1,0,15,2,235,"Müller, M"
2024,Fall,2024-fa,ECE,391,Computer Systems Engineering,LCD,9,25,17,18,25,9,19,3,0,4,11,0,0,3,143,"D'Amato, Samuel"
2024,Fall,2024-fa,ECE,391,Computer Systems Engineering,LEC,12,41,20,24,29,37,14,9,0,7,4,0,0,3,200,"Khoury, Christopher"
2024,Spring,2024-sp,ECE,391,Computer Systems Engineering,DIS,1,4,3,5,4,9,6,1,0,0,0,2,0,0,35,"Müller, M"
2024,Spring,2024-sp,ECE,391,Computer Systems Engineering,LEC,4,33,34,30,54,19,26,23,3,5,4,0,8,3,246,"D'Amato, Samuel"
2024,Spring,2024-sp,ECE,391,Computer Systems Engineering,LEC,0,3,20,13,9,10,6,15,5,5,0,3,3,1,93,"Müller, Matthew"
2025,Fall,2025-fa,ECE,391,Computer Systems Engineering,LCD,1,19,8,8,12,7,6,5,4,7,0,9,9,5,100,"D'Amato, Samuel"
2025,Fall,2025-fa,ECE,391,Computer Systems Engineering,LEC,0,12,19,16,23,16,18,9,5,9,9,4,6,3,149,"Müller, Matthew"
2025,Spring,2025-sp,ECE,391,Computer Systems Engineering,DIS,3,10,5,5,6,8,1,0,5,4,1,0,0,1,49,"D'Amato, S"
2025,Spring,2025-sp,ECE,391,Computer Systems Engineering,LEC,5,35,19,26,49,21,18,13,10,16,5,8,0,10,235,"D'Amato, Samuel"
2025,Spring,2025-sp,ECE,391,Computer Systems Engineering,LEC,3,27,21,27,16,19,6,11,10,3,0,0,1,3,147,"Khoury, C"
2020,Fall,2020-fa,ECE,408,Applied Parallel Programming,DIS,0,9,3,2,3,4,2,2,0,0,0,1,0,1,27,"Chaudhry, M"
2020,Fall,2020-fa,ECE,408,Applied Parallel Programming,LEC,9,22,7,11,14,6,7,6,2,0,0,0,2,3,89,"Chaudhry, M"
2020,Spring,2020-sp,ECE,408,Applied Parallel Programming,LEC,2,17,17,5,21,16,10,1,4,3,3,0,2,2,103,"Sørensen, Halvard"
2021,Fall,2021-fa,ECE,408,Applied Parallel Programming,LCD,2,15,12,7,13,7,6,2,2,0,1,0,0,3,70,"Sørensen, Halvard"
2021,Fall,2021-fa,ECE,408,Applied Parallel Programming,LEC,8,17,14,13,6,9,5,2,2,0,0,1,2,2,81,"Chaudhry, Magnus"
2022,Fall,2022-fa,ECE,408,Applied Parallel Programming,LEC,12,24,22,8,12,14,12,8,0,0,1,3,0,5,121,"Chaudhry, Magnus"
2022,Spring,2022-sp,ECE,408,Applied Parallel Programming,LCD,0,19,12,8,13,5,2,9,6,0,1,0,0,2,77,"Haddad-Lindqvist, Rúnar Jr"
2022,Spring,2022-sp,ECE,408,Applied Parallel Programming,LEC,0,18,9,10,12,7,3,11,3,0,0,0,4,1,78,"Sørensen, Halvard"
2022,Spring,2022-sp,ECE,408,Applied Parallel Programming,ONL,14,27,9,8,6,5,6,4,0,0,2,0,1,1,83,"Chaudhry, Magnus"
2023,Fall,2023-fa,ECE,408,Applied Parallel Programming,LEC,8,21,18,6,12,8,8,15,2,0,0,0,2,9,109,"Haddad-Lindqvist, Rúnar"
2023,Spring,2023-sp,ECE,408,Applied Parallel Programming,DIS,2,10,6,4,5,7,1,2,2,0,0,1,0,1,41,"Chaudhry, M"
2023,Spring,2023-sp,ECE,408,Applied Parallel Programming,LEC,9,15,7,14,14,6,11,0,9,1,1,4,1,2,94,"Chaudhry, Magnus"
2024,Fall,2024-fa,ECE,408,Applied Parallel Programming,LEC,0,24,7,39,17,8,17,5,0,0,0,0,1,2,120,"Haddad-Lindqvist, R"
2025,Fall,2025-fa,ECE,408,Applied Parallel Programming,LEC,2,30,29,16,9,6,4,13,0,0,0,5,3,2,119,"Haddad-Lindqvist, Rúnar"
2022,Spring,2022-sp,ECE,411,Computer Organization & Design,DIS,0,5,4,10,5,6,0,1,1,4,1,0,0,2,39,"Wierzbicki, T"
2022,Spring,2022-sp,ECE,411,Computer Organization & Design,LEC,2,6,13,10,10,11,3,3,2,0,3,0,0,2,65,"Wierzbicki, Teodora"
2023,Fall,2023-fa,ECE,411,Computer Organization & Design,LEC,7,22,10,12,9,15,5,7,2,1,4,1,0,2,97,"Wierzbicki, Teodora"
2024,Fall,2024-fa,ECE,411,Computer Organization & Design,LEC,0,17,14,16,6,9,6,1,7,1,5,0,0,4,86,"Wierzbicki, T"
2025,Spring,2025-sp,ECE,411,Computer Organization & Design,ONL,3,16,18,16,13,11,13,0,3,1,0,3,0,3,100,"Wierzbicki, Teodora"
2021,Fall,2021-fa,ECE,445,Senior Design Project Lab,LCD,8,19,12,16,18,8,11,5,0,1,2,2,0,4,106,"Khoury, Christopher"
2021,Spring,2021-sp,ECE,445,Senior Design Project Lab,DIS,3,6,2,8,1,9,3,2,0,1,0,1,1,0,37,"Khoury, C"
2021,Spring,2021-sp,ECE,445,Senior Design Project Lab,LEC,13,10,16,16,21,6,7,9,10,4,0,0,2,1,115,"Khoury, Christopher"
2022,Spring,2022-sp,ECE,445,Senior Design Project Lab,LCD,15,16,20,19,24,9,9,5,0,0,5,0,4,2,128,"Khoury, Christopher"
2023,Spring,2023-sp,ECE,445,Senior Design Project Lab,ONL,9,20,10,16,14,5,8,4,2,3,3,0,0,4,98,"Khoury, C"
2024,Fall,2024-fa,ECE,445,Senior Design Project Lab,DIS,3,13,3,5,11,7,3,1,2,0,0,0,2,0,50,"Khoury, C"
2024,Fall,2024-fa,ECE,445,Senior Design Project Lab,LEC,9,16,10,5,20,10,3,4,0,2,0,1,0,2,82,"Khoury, Christopher"
2025,Fall,2025-fa,ECE,445,Senior Design Project Lab,LEC,4,36,8,23,15,3,4,7,1,1,2,3,0,8,115,"Khoury, Christopher Jr"
2020,Fall,2020-fa,ECE,549,Computer Vision,LEC,12,68,9,2,13,0,0,2,0,0,0,0,0,1,107,"Sørensen, Halvard Jr"
2021,Fall,2021-fa,ECE,549,Computer Vision,DIS,3,8,0,4,1,0,2,0,1,0,2,0,0,0,21,"Sørensen, H"
2021,Fall,2021-fa,ECE,549,Computer Vision,LEC,4,50,7,2,4,0,0,1,1,2,3,0,0,1,75,"Sørensen, Halvard"
2021,Spring,2021-sp,ECE,549,Computer Vision,DIS,4,13,4,1,1,1,2,2,0,0,0,2,0,0,30,"Sørensen, H"
2021,Spring,2021-sp,ECE,549,Computer Vision,LEC,6,50,5,2,6,0,0,0,4,0,8,4,0,1,86,"Sørensen, Halvard"
2022,Fall,2022-fa,ECE,549,Computer Vision,LEC,11,40,7,10,5,2,1,1,0,0,0,0,0,5,82,"Sørensen, Halvard"
2022,Spring,2022-sp,ECE,549,Computer Vision,LEC,5,48,7,7,5,0,6,2,8,1,1,0,0,2,92,"Sørensen, Halvard"
2020,Fall,2020-fa,MATH,112,Algebra,LCD,4,29,12,6,17,10,19,7,5,3,7,4,5,2,130,"Anand, Magnus"
